Restaurant,Cousines,Rating,Rating_counts,Delivery_rating,Delivery_rating_counts,Area,Adress,Price_for_2,1st_time_open,1st_time_close,2nd_time_open,2nd_time_close,week
Baba Kitchen,"North Indian, Mughlai, Biryani, Chinese",,,3.4,3244.0,Sayajigunj,"Joshi baxipaga, B/h. Pooja show room,NR. Mahesh printer, Sansthavsahat raopura,sayajigunj,vadodara.",200,2020-10-15 11:00:00,2020-10-15 04:00:00,,,Mon-Sun)
Pinxx - Royal Orchid Central,"North Indian, Continental, Odia, Gujarati",3.6,136.0,3.5,1698.0,Akota,"Royal Orchid Central, Mujmahuda, Akota, Vadodara",1200,2020-10-15 10:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Spiicy Biites,"Chinese, Pizza",3.0,132.0,4.1,8881.0,Kendranagar,"22/A, Prabhat Colony, Opposite Cosmos Co-operative Bank Ltd, Waghodia Road, Kendranagar, Vadodara",300,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Swad,"North Indian, Chinese",3.9,150.0,4.1,1374.0,Alkapuri,"Hotel Shavshanti Towers, Opposite Curcuit House, R C Dutt Road, Alkapuri, Vadodara",800,2020-10-15 11:00:00,2020-10-15 14:30:00,2020-10-15 19:00:00,2020-10-15 22:30:00,Mon-Sun)
Pendawala Duliram Ratanlal,Desserts,4.3,263.0,,,Mandvi,"Raopura 1 School, Mandvi, Vadodara",150,2020-10-15 07:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Oak Leaf,"North Indian, Chinese, Continental",3.7,196.0,4.1,2091.0,Sama,"1st Floor, Siddharth Annexe Complex, Opposite Prasang Party Plot,  Sama-Savli Road, Sama, Vadodara",800,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
The VJ Cafe & Khichdi,"Cafe, North Indian, Fast Food, Beverages",4.0,129.0,4.3,870.0,Kendranagar,"07, Ground Floor, Aditya Square, Below Mehta Girls Hostel, Near Vrundavan Char Rasta, Kendranagar, Vadodara",400,2020-10-15 00:00:00,2020-10-15 01:00:00,2020-10-15 11:00:00,2020-10-15 00:00:00,Mon-Sun)
Rainbow Vada Pav,Fast Food,4.0,146.0,4.2,3343.0,Mandvi,"Opposite Siddhivinayak Mandir, Near Bumia Butter, Dandia Bazar Road, Mandvi, Vadodara",100,2020-10-15 10:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Sam's Pizza,"Pizza, Italian",2.8,145.0,4.0,1327.0,Alkapuri,"Opposite Circuit House, Alkapuri, Vadodara",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Sach Me South Express,South Indian,3.9,128.0,4.1,4883.0,Nizampura,"Opposite Radhika Farshan, Nizampura Char Rasta, Sardar Nagar, Nizampura, Vadodara",300,2020-10-15 08:00:00,2020-10-15 02:00:00,,,Mon-Sun)
Bombay Sandwich,Sandwich,,,4.4,963.0,Makarpura,"Dairy Circle, Near Baroda Dairy, Makarpura, Vadodara",150,2020-10-15 10:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Caffein cafe,Cafe,3.8,138.0,4.3,709.0,Diwalipura,"6,Gokul Society, Near Old Vasna Jakatnaka, Bhayli Road, Vadodara, Diwalipura, Vadodara",600,2020-10-15 10:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Manmohan Samosa,Fast Food,,,4.5,2779.0,Fatehgunj,"Koti Char Rasta,  Fatehgunj, Vadodara",150,2020-10-15 09:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Fat Burgers,"Burger, Fast Food",,,3.4,1540.0,Sayajigunj,"GF-12, Samanvay Silicon, Opp Goodies Cafeteria, Sayajigunj, Vadodara",300,2020-10-15 00:05:00,2020-10-15 04:00:00,2020-10-15 10:00:00,2020-10-15 23:58:00,"Mon),12:05am–..."
Moti Mahal,"North Indian, Beverages",4.0,104.0,4.2,430.0,Vadiwadi,"Ground Floor 4, The Emerald, Haribhakti Colony, Race Course Circle, Vadiwadi, Vadodara",1200,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 22:00:00,Mon-Sun)
Pizza Crust,"Pizza, Fast Food",4.0,267.0,3.3,756.0,Karelibaug,"B-1, Kapilakunj Apartment, Near Water Tank, Karelibaug, Vadodara",250,2020-10-15 08:00:00,2020-10-15 00:30:00,,,Mon-Sun)
Balubhai's Khaman,"Fast Food, Street Food, Gujarati",4.0,187.0,4.4,4947.0,Diwalipura,"4-F, Anmol Plaza, Old Padra Road, Sukrutinagar, Near Diwalipura, Vadodara",400,2020-10-15 08:45:00,2020-10-15 20:15:00,,,Mon-Sun)
Rolls Mania,"Rolls, Fast Food",3.9,108.0,4.0,1930.0,Sayajigunj,"Shop 19, Samanvay Silicon, Opposite Kalyan Hotel, Sayajigunj, Vadodara",300,2020-10-15 13:00:00,2020-10-15 00:00:00,,,"Mon),1pm–12midnight(Tue-Sun)"
So South,South Indian,2.3,142.0,3.9,891.0,Diwalipura,"101, Sapphire Complex, Near Tube Company, Old Padra Road, Diwalipura, Vadodara",400,2020-10-15 12:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Gypsy Grand,"North Indian, Chinese, Italian",3.8,146.0,4.0,2573.0,Makarpura,"101/102, Pancham Avenue, Susen-Tarsali Ring Road, Near Essar Petrol Pump Makarpura, Vadodara",600,2020-10-15 08:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Dairy Den,"Ice Cream, Fast Food",4.0,186.0,4.4,195.0,Sayajigunj,"Near Sardar Patel Statue, Sayajigunj, Vadodara",350,2020-10-15 10:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Dairy Den,"Ice Cream, Fast Food",4.0,186.0,4.4,195.0,Sayajigunj,"Near Sardar Patel Statue, Sayajigunj, Vadodara",350,2020-10-15 10:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Regal Restaurant,North Indian,4.0,217.0,4.5,262.0,Alkapuri,"Ground Floor 1&2, Siddhivinayak Complex, Opposite Railway Station West, Alkapuri, Vadodara",600,2020-10-15 11:00:00,2020-10-15 01:00:00,,,Mon-Sun)
Hungry Birds,Fast Food,3.8,154.0,3.9,2803.0,Vadiwadi,"5, Patriot Complex, Near Inox Race Course Circle, Vadiwadi, Vadodara",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Freshco's - The Health Cafe,"Cafe, Healthy Food, Coffee",3.8,121.0,4.3,3194.0,Vadiwadi,"Next to Subway, Near Citi Bank, Race Course Road, Vadiwadi, Vadodara",600,2020-10-15 07:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Veera De Kulche,North Indian,,,4.0,2086.0,Karelibaug,"4- Veer Nagar, V I P Road, Karelibaug, Vadodara",350,2020-10-15 00:00:00,2020-10-15 00:01:00,2020-10-15 12:02:00,2020-10-15 00:00:00,
Nanking Chinese,Chinese,4.0,227.0,,,Karelibaug,"Shop 19 & 20, NBCC Plaza, Near Vooda Circle, Utkarsh Petrol Pump, Karelibaugh, Vadodara",200,2020-10-15 19:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Punjabi Rasoi - The Food Factory,North Indian,3.6,100.0,3.8,2171.0,Alkapuri,"E9, Kashivishweshwar Township, Jetalpur Road, Alkapuri, Vadodara",550,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
World of Waffles,Desserts,3.7,108.0,4.5,465.0,Subhanpura,"2nd Floor,Food Court, Inorbit Mall, Alembic Gowra Road, Subhanpura, Vadodara",250,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Kheteshwar Sweet & Farsan Mart,"Mithai, Desserts",,,4.3,5572.0,Subhanpura,"G-1/2, Vardhman Complex, Near Jain Derasar, Main Road, Subhanpura, Vadodara",100,2020-10-15 07:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Rolling Cones,"Ice Cream, Desserts",3.7,120.0,4.1,345.0,Vadiwadi,"Leader House, Behind Trident Complex, Ellora Park, Vadiwadi, Vadodara",250,2020-10-15 13:00:00,2020-10-15 00:30:00,,,Mon-Sun)
Gwalia Sweets,"Mithai, North Indian, Chinese, Fast Food, Beverages",3.6,93.0,3.7,1156.0,Alkapuri,"Shop 1, Emerald Building, Near Bird Circle, Vadodara",300,2020-10-15 10:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Versatile Bakers,Bakery,3.4,77.0,3.6,1593.0,Subhanpura,"Park Plaza Complex, Samta, Subhanpura, Vadodara",400,2020-10-15 09:00:00,2020-10-15 23:55:00,,,"Mon-Sat),9am–10pm(Sun)"
Hari Om Dalbati,Rajasthani,4.0,106.0,4.5,2267.0,Sama,"GF-27/28, Siddharth Annexe 2, Opposite Indian Petrol Pump, Sama Savli Road, Sama, Vadodara",300,2020-10-15 11:00:00,2020-10-15 15:30:00,2020-10-15 18:30:00,2020-10-15 23:00:00,Mon-Sun)
Red China,"Chinese, Fast Food",3.7,99.0,3.9,4080.0,Karelibaug,"Shesh Narayan Complex, New VIP Road, Karelibaug, Vadodara",200,2020-10-15 23:14:00,2020-10-15 23:55:00,,,"Mon),12midnight–2am,1pm..."
C.N. Bumiya,Mithai,,,4.2,2357.0,Mandvi,"Dandiya Bazar Main Road,",200,2020-10-15 08:00:00,2020-10-15 19:00:00,,,Mon-Sun)
The Pizza Box,"Italian, Pizza",3.6,102.0,4.2,1619.0,Diwalipura,"Gf 3, Siddharth excellence,  Opposite subway, near D-Mart, Vasna Road, Diwalipura, Vadodara",600,2020-10-15 11:30:00,2020-10-15 22:30:00,,,Mon-Sun)
The Cake Love,"Desserts, Bakery",,,3.6,85.0,Manjalpur,Delivery Only,400,2020-10-15 09:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Baroda Food Express,"Chinese, North Indian, Mughlai",3.9,120.0,3.7,2735.0,Sayajipura,"GF-4, Amber Complex, Near Mahavir Hall Cross Road, Ajwa Road",600,2020-10-15 11:00:00,2020-10-15 16:00:00,2020-10-15 18:30:00,2020-10-15 01:00:00,Mon-Sun)
Havmor - The Eatery,"Pizza, Sandwich, Fast Food, Street Food",4.1,211.0,,,Diwalipura,"56, Punit Nagar Society, Old Padra Road, Diwalipura Crossing, Vadodara",600,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Cravers,North Indian,,,3.7,2959.0,Fatehgunj,"A44, Suhvas Nagar Colony, Near Convent School, Fatehgunj, Vadodara",500,2020-10-15 00:00:00,2020-10-15 04:00:00,2020-10-15 20:00:00,2020-10-15 00:00:00,Mon-Sun)
Cheelizza- India Ka Pizza,"Italian, Pizza, Fast Food",4.1,103.0,4.5,1369.0,Fatehgunj,"Ground Floor, Sai Prasad Building, Opposite Methodist Church, Abbas Tayabji Road, Fatehgunj, Vadodara",600,2020-10-15 10:00:00,2020-10-15 23:00:00,,,"Mon-Fri),10am–12midnight(Sat-Sun)"
Swad Quality Food,"North Indian, Biryani",,,3.8,3720.0,Kendranagar,"Shop 1, Dex Plaza, Near Zaver Nagar Bus Stand, Waghodia Road, Kendranagar, Vadodara",200,2020-10-15 11:30:00,2020-10-15 16:00:00,2020-10-15 19:30:00,2020-10-15 22:00:00,"Mon-Sat),11:30am..."
Sabir Omlet Center,Street Food,4.1,161.0,4.2,3220.0,Sayajipura,"Shop 4, Amber Complex, Ajwa Road, Sayajipura, Vadodara",200,2020-10-15 17:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Hotel Shyam Sundar,North Indian,3.6,63.0,3.5,4452.0,Mandvi,"Shop 100, Padmavathi Shopping Complex, Behind New Larilappa, Lehripura, Mandvi, Vadodara",400,2020-10-15 10:00:00,2020-10-15 00:00:00,,,Mon-Sun)
The Bombay Kitchn & Sanjha Chula,"Chinese, Malwani, North Indian",3.9,110.0,,,Gotri,"Ankodia Road, Khanpur, Near Sewasi Police Chowki, Behind Sears Tower, Gotri, Vadodara",1100,2020-10-15 19:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Chatoree,"Street Food, North Indian, Chinese",3.9,111.0,3.8,1266.0,Subhanpura,"2nd Floor, Inorbit Mall, Subhanpura, Vadodara",300,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Bali's cafe,"Cafe, Fast Food, Sandwich, Chinese",3.7,111.0,4.1,1318.0,Vadiwadi,"Atlantis Heritage, Sarabhai Main Road, Vadiwadi, Vadodara",500,2020-10-15 11:00:00,2020-10-15 01:00:00,,,"Mon),11am–11pm(Tue-Sun)"
Bombay Vadapav,Street Food,3.8,133.0,4.1,3801.0,Akota,"G-7, Siddharth Patel Square, Malhar Point, O P Road, Akota, Vadodara",100,2020-10-15 11:00:00,2020-10-15 20:00:00,,,"Mon-Sat),Closed(Sun)"
Bakers & Brewers Co.,"Cafe, Pizza, Sandwich, Fast Food, Coffee, Beverages",3.8,95.0,4.2,2178.0,Gotri,"GF 13, Darsanam Arise, opposite brands factory, Gotri Sevasi Raod, Gotri, Vadodara",600,2020-10-15 12:30:00,2020-10-15 00:00:00,,,"Mon,Tue,Wed,Thu,Fri..."
24 Carats - Hotel Express Towers,"North Indian, Chinese, Continental",3.8,106.0,3.6,106.0,Alkapuri,"Hotel Express Towers, R.C. Dutt Road, Alkapuri, Vadodara",800,2020-10-15 07:30:00,2020-10-15 20:30:00,,,Mon-Sun)
Brown Grill Foods,"Burger, Pizza, Sandwich, Beverages",,,4.2,2821.0,Sayajigunj,"SB/12, Bluechip Complex, Sayajigunj, Vadodara",300,2020-10-15 11:00:00,2020-10-15 02:00:00,,,Mon-Sun)
William John's Pizza,Pizza,3.8,195.0,4.3,294.0,Manjalpur,10.11.12 SAI RUTU COMPLEX,500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Aryan Restaurant,"North Indian, Chinese, Biryani",3.6,103.0,3.5,4098.0,Nizampura,"Aryan Restaurant & Fitness Gym Police Station, 86, Jaitoon Nagar, Old Chhani Road, Vadodara",450,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Dakshin Brahmins,South Indian,4.0,218.0,4.2,1370.0,Karelibaug,"Shop 13 & 14, Ground Floor, Bricklane Complex, Opposite Ratri Bazar, Karelibaug, Vadodara",600,2020-10-15 09:00:00,2020-10-15 15:00:00,2020-10-15 18:30:00,2020-10-15 23:00:00,Mon-Sun)
Pizza Land,"Pizza, Beverages",,,3.8,983.0,Vadiwadi,Delivery Only,500,2020-10-15 08:00:00,2020-10-15 04:00:00,,,Mon-Sun)
Premvati,"South Indian, Italian, Chinese, Indian, Gujarati",4.2,224.0,,,Akota,"F-14/35, Padra Road, Narayanwadi, Atladara, Akota, Vadodara",400,2020-10-15 08:30:00,2020-10-15 22:30:00,,,Mon-Sun)
Marcos Da Pizza,"Pizza, Italian",,,4.0,2809.0,Alkapuri,"Ground Floor, 04, Shagun Exotica, 57, Alkapuri Society, Alkapuri, Vadodara",400,2020-10-15 00:00:00,2020-10-15 03:00:00,2020-10-15 11:00:00,2020-10-15 00:00:00,Mon-Sun)
Green City Family Restaurant,"North Indian, Chinese",3.8,107.0,4.1,2426.0,Nizampura,"1, Natasha Park, Opposite State Bank, Near Chhani Jakatnak, Nizampura, Vadodara",600,2020-10-15 10:00:00,2020-10-15 21:00:00,,,Mon-Sun)
RSVP - The Lounge,"Chinese, Mexican, Fast Food",3.3,131.0,,,Vadiwadi,"B/18, Suryanagar Society, Rameshwar Temple Road, Ellora Park, Subhanpura Vadodara",600,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
Mamu's Infusion,"North Indian, Italian, Continental",4.1,101.0,4.3,1150.0,Diwalipura,"C M Patel Plaza, Opposite Collabera, B/H Audi Showroom, Kalali Main Road, Diwalipura, Vadodara",900,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Froozo,"Fast Food, Desserts, Beverages",3.9,116.0,3.5,1175.0,Vadiwadi,"2nd floor,MIG flates Behind Mr Toasties, Near Inox, Race Course Road, Vadoodara",600,2020-10-15 11:30:00,2020-10-15 04:00:00,,,Mon-Sun)
SSR South Corner,Fast Food,3.8,111.0,4.1,1817.0,Akota,"Near Akota Garden, Akota, Vadodara",350,2020-10-15 07:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
Tadka Punjab Ka,North Indian,,,3.7,4524.0,Diwalipura,Delivery Only,400,2020-10-15 11:30:00,2020-10-15 23:00:00,,,Mon-Sun)
Muffins - Hotel Express Towers,Bakery,,,4.3,1193.0,Alkapuri,"Hotel Express Towers, R.C. Dutt Road, Alkapuri, Vadodara",300,2020-10-15 07:30:00,2020-10-15 00:30:00,,,Mon-Sun)
DNS- Desserts N Shakes,"Ice Cream, Beverages",3.8,77.0,4.3,2044.0,Fatehgunj,"8, Ground Floor, Saffron Complex, Fatehgunj, Vadodara",400,2020-10-15 10:30:00,2020-10-15 02:00:00,,,Mon-Sun)
Satyavijay Farsan,Fast Food,,,4.0,3634.0,Mandvi,"Satyvijay Farsan, Rajmahal Road, Mandvi, Vadodara",200,2020-10-15 08:30:00,2020-10-15 21:30:00,,,Mon-Sun)
Tandoori Flames,"North Indian, Chinese",3.9,99.0,4.0,2593.0,Nizampura,"Siddharth Elegance, Above Zummerwala TVS Show Room, Chhani Main Road, Nizampura, Vadodara",400,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
Laajawab Punjabi Veg,North Indian,3.9,116.0,4.3,1398.0,Navapura,"Sai Sagar Apartment, R. V. Desai Road, Near Reliance Petrol Pump, Navapura, Vadodara",500,2020-10-15 10:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Bismillah,"Desserts, Beverages",3.9,156.0,4.3,2187.0,Diwalipura,"1, Shivdarshan Society Vasna Road, Vasna, Diwalipura, Vadodara",250,2020-10-15 12:00:00,2020-10-15 23:45:00,2020-10-15 00:00:00,2020-10-15 00:30:00,Mon-Sun)
Aamhi Marathi,"Maharashtrian, Malwani",3.8,165.0,4.0,2268.0,Manjalpur,"2nd Floor, Sairutu Complex, Near Tulsidham Cross Road, Manjalpur, Vadodara",1200,2020-10-15 08:00:00,2020-10-15 23:00:00,,,"Mon),11am–3pm,7pm–11pm(Tue-Sun)"
Citrus Cafe - Lemon Tree Hotel,"North Indian, Chinese, Gujarati, Continental",3.7,104.0,,,Sayajigunj,"Lemon Tree Hotel, Opposite Parsi Agyari, Sayajigunj, Vadodara",1100,2020-10-15 07:00:00,2020-10-15 22:45:00,,,Mon-Sun)
MS Food Point,South Indian,4.1,158.0,3.6,417.0,Bhayli,"FF/04, Petal Trillium, Before Navrachana International School, Bhayli, Gotri, Vadodara",350,2020-10-15 09:00:00,2020-10-15 21:00:00,,,Mon-Sun)
The Shakes Factory,"Cafe, Italian, Beverages",,,3.8,1132.0,Karelibaug,"Shop 3, Indraprasth Complex, VIP Road, Karelibaug, Vadodara",300,2020-10-15 12:30:00,2020-10-15 22:30:00,,,Mon-Sun)
New Milan Tawa Fry,North Indian,3.4,86.0,3.5,3852.0,Diwalipura,"C-4, Aaisha Park 1, Opposite Patrakar Society, JP Police Station Road, Tandalja, Diwalipura, Vadodara",200,2020-10-15 10:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Maharashtra Restaurant,"Gujarati, North Indian",3.7,94.0,4.4,1755.0,Mandvi,"Near Brahamapuri Vyayam Shala, Dandia Bazar, Mandvi, Vadodara",300,2020-10-15 10:30:00,2020-10-15 15:30:00,2020-10-15 18:30:00,2020-10-15 22:00:00,Mon-Sun)
Bombay Sandwich Cafe,"Cafe, Fast Food, Street Food",3.7,107.0,3.9,1054.0,Fatehgunj,"Fatehgunj Main Road, Fatehgunj, Vadodara",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Famoso,"Fast Food, Pizza, Sandwich, Burger",3.9,99.0,4.2,3835.0,Kendranagar,"Famoso Food Van, 105 Radha Krishna Flat Near Dmart Waghodia Road, Kendranagar, Vadodara",150,2020-10-15 09:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Sam's Frankie,Fast Food,4.1,129.0,4.5,3406.0,Subhanpura,"B4, Amit Complex, Opposite Panchratna, Subhanpura, Vadodara",300,2020-10-15 10:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Turban Tadka,North Indian,,,3.4,1274.0,Alkapuri,"12 Mcube Mall, Near Vijay Sales, Jetalpur Road, Alkapuri, Vadodara",800,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 20:00:00,2020-10-15 00:30:00,Mon-Sun)
Shaan-E-Punjab,North Indian,3.8,89.0,3.7,2493.0,Karelibaug,"C 20, Dayal Nagar Society, Beside Modi Medical, Below Mannapuram Bank, Harni-Warasiya Ring Road, Karelibaug, Vadodara",400,2020-10-15 12:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Paras Pan House,Paan,,,4.2,1901.0,Alkapuri,"Windsor Plaza, RC Dutt Road, Alkapuri, Vadodara",100,2020-10-15 10:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Kababish,"Mughlai, North Indian",3.7,74.0,3.6,57.0,Diwalipura,"G-8 Racecourse Towers, Opposite Citi Bank, Diwalipura, Vadodara",700,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 01:00:00,Mon-Sun)
Taste of Punjab,North Indian,3.6,110.0,4.0,2562.0,Akota,"Gajanan Complex, Old Padra Road, Opposite Tube Company, Sheetal Nagar, Akota, Vadodara",200,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
Fountain Fast Food,"North Indian, Biryani, Chinese, Fast Food, Pizza",3.8,109.0,3.5,4583.0,Nizampura,"A44 suvash colony near blue lagoon hotel fategunj main road, Fatehgunj, Vadodara",200,2020-10-15 11:00:00,2020-10-15 03:00:00,,,Mon-Sun)
Dhadoom,"Fast Food, Italian, Chinese",3.7,89.0,3.9,652.0,Subhanpura,"2nd Floor, Inorbit Mall, Gorwa, Vadodara",400,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
